word	language	ontology_id	backbone_label	backbone_level	scope	synonym_type	match_kind	evidence	candidate_blocks	flags	corpus_mentions	word_sources	rationale	design_key
bright green	en	FLOPO:0988023	green (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	121	PATO related synonym|corpus	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'green'.	ISCCNBS:L2_017
scarlet	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	11 35	crosses_level1	121	FLOPO value label|PATO label|botanical_terminology|corpus	Documented senses span ISCC-NBS block(s) 11 35 across level-1 categories orange, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.180 Sense tier used: botanical (4 sense(s)); all sources give blocks 3 11 12 15 34 35.	ISCCNBS:L1_002
jaune paille	fr	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	83 86	multi_block|translation	119	corpus	French 'jaune paille' read as English 'straw yellow'. Lexical equivalent of 'straw'. Documented senses fall in ISCC-NBS block(s) 83 86; lowest covering backbone class is level 2 'yellow'. PDF p.183 Sense tier used: botanical (3 sense(s)); all sources give blocks 83 86 87 89.	ISCCNBS:L2_010
pale mauve	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|multi_block	115	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'mauve'.	ISCCNBS:L1_010
golden brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	114	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'golden').	ISCCNBS:L1_004
brun jaunâtre	fr	FLOPO:0988018	yellowish brown	2	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	111	corpus	French 'brun jaunâtre' read as English 'yellowish brown'. Literal ISCC-NBS name 'yellowish brown' (level 2).	ISCCNBS:L2_009
chestnut	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	43 44 46 47	multi_block	106	PATO exact synonym|PATO label|botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 43 44 46 47; lowest covering backbone class is level 2 'reddish brown'. M synonyms: Brown Bay, Brownstone, Castaneous, Marone, Marron, Marrone; PDF p.137 Sense tier used: botanical (4 sense(s)); all sources give blocks 43 44 46 47 61.	ISCCNBS:L2_005
brun roux	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	106	corpus	French 'brun roux' read as English 'rufous brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'rufous').	ISCCNBS:L1_004
maroon	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	17 44	crosses_level1	102	PATO label|botanical_terminology|corpus	Documented senses span ISCC-NBS block(s) 17 44 across level-1 categories brown, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.161 Sense tier used: botanical (2 sense(s)); all sources give blocks 14 16 17 20 41 44 46 259.	ISCCNBS:L1_002
blanc crème	fr	FLOPO:0988009	white	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	101	corpus	French 'blanc crème' read as English 'cream white'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'white' class 'white' (tending towards 'cream').	ISCCNBS:L1_011
golden yellow	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:RIDGWAY_1912	88 94	crosses_level1	100	FLOPO value label|corpus	Lexical equivalent of 'golden'. Documented senses span ISCC-NBS block(s) 88 94 across level-1 categories olive, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. M synonyms: Aurum, Golden, Imperial Stone; PDF p.145 Sense tier used: botanical (1 sense(s)); all sources give blocks 76 82 84 87 88 91 94.	ISCCNBS:L1_005
fawn	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	45 57 60	multi_block	97	corpus	Documented senses fall in ISCC-NBS block(s) 45 57 60; lowest covering backbone class is level 1 'brown'. PDF p.143 Sense tier used: botanical (1 sense(s)); all sources give blocks 29 43 45 57 58 60 61 80.	ISCCNBS:L1_004
purpurin	fr	FLOPO:0988008	purple	1	RELATED	botanical_colour_name	ish_tendency	EVID:NIST_SP440		translation	97	corpus	French 'purpurin' read as English 'purplish'. Hue-tendency adjective; ISCC-NBS uses 'purplish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'purple', not a block.	ISCCNBS:L1_010
jaune orangé	fr	PATO:0104054	orange yellow	2	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	96	corpus	French 'jaune orangé' read as English 'orange yellow'. Literal ISCC-NBS name 'orange yellow' (level 2).	ISCCNBS:L2_008
ochracé	fr	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	28 29 50 53 68 69 72	crosses_level1|translation	95	corpus	French 'ochracé' read as English 'ochre'. Documented senses span ISCC-NBS block(s) 28 29 50 53 68 69 72 across level-1 categories orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.165 Sense tier used: botanical (1 sense(s)); all sources give blocks 28 29 50 51 53 57 67 68 69 71 72 73 74 83 84 86 87.	ISCCNBS:L1_005
beige	fr	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	89 90	multi_block|no_botanical_source_tier_general|translation	90	corpus	French 'beige' read as English 'beige'. Documented senses fall in ISCC-NBS block(s) 89 90; lowest covering backbone class is level 2 'yellow'. M synonyms: Ecru, Lint-white; PDF p.124 Sense tier used: general (1 sense(s)); all sources give blocks 60 79 89 90 94.	ISCCNBS:L2_010
jaune orange	fr	PATO:0104054	orange yellow	2	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	85	corpus	French 'jaune orange' read as English 'orange yellow'. Literal ISCC-NBS name 'orange yellow' (level 2).	ISCCNBS:L2_008
olivâtre	fr	FLOPO:0988005	olive	1	RELATED	botanical_colour_name	ish_tendency	EVID:NIST_SP440		translation	85	corpus	French 'olivâtre' read as English 'olivaceous'. Hue-tendency adjective; ISCC-NBS uses 'olivaceous' only as a modifier inside compound names, so the bare word is RELATED to level-1 'olive', not a block.	ISCCNBS:L1_006
almost black	en	FLOPO:0988011	black	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	84	corpus	Modifier 'almost' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'black'.	ISCCNBS:L1_013
chestnut brown	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	43 44 46 47	multi_block	84	FLOPO value label|PATO exact synonym|corpus	Lexical equivalent of 'chestnut'. Documented senses fall in ISCC-NBS block(s) 43 44 46 47; lowest covering backbone class is level 2 'reddish brown'. M synonyms: Brown Bay, Brownstone, Castaneous, Marone, Marron, Marrone; PDF p.137 Sense tier used: botanical (4 sense(s)); all sources give blocks 43 44 46 47 61.	ISCCNBS:L2_005
vert olive	fr	FLOPO:0988022	olive green	2	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	84	corpus	French 'vert olive' read as English 'olive green'. Literal ISCC-NBS name 'olive green' (level 2).	ISCCNBS:L2_015
rusty brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	83	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'rusty').	ISCCNBS:L1_004
rufous	en	FLOPO:0988015	reddish orange	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	37	single_source_lifted_to_level2	78	botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 37; lowest covering backbone class is level 2 'reddish orange'. PDF p.179 Sense tier used: botanical (1 sense(s)); all sources give blocks 26 37 53. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_004
rouge orangé	fr	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	78	corpus	French 'rouge orangé' read as English 'orange red'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'orange').	ISCCNBS:L1_002
rose	en	FLOPO:0988000	pink	1	RELATED	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	1 2 3 15 26 27 237 246 247 248 249 254 255	crosses_level1	77	PATO exact synonym|PATO label|botanical_terminology|corpus	Documented senses span ISCC-NBS block(s) 1 2 3 15 26 27 237 246 247 248 249 254 255 across level-1 categories pink, purple, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. page 177 layout OCR garbled, entry not locatable in txt (read from PDF page 177 image); PDF p.177 Sense tier used: botanical (4 sense(s)); all sources give blocks 1 2 3 4 5 6 12 13 15 19 25 26 27 28 29 30 31 32 37 227 237 246 247 248 249 250 251 254 255 258 262.	ISCCNBS:L1_001
magenta	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	237 254	crosses_level1	76	PATO label|botanical_terminology|corpus	Documented senses span ISCC-NBS block(s) 237 254 across level-1 categories purple, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); txt line OCR-garbled (source/blocks read from PDF page image); PDF p.160 Sense tier used: botanical (2 sense(s)); all sources give blocks 205 218 237 242 254 255 256 258 259 262.	ISCCNBS:L1_002
purple brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	74	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'purple').	ISCCNBS:L1_004
stramineous	en	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	86 89 101 102 104	multi_block	74	botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 86 89 101 102 104; lowest covering backbone class is level 1 'yellow'. no English 'Stramineous'; Latin Dade (B) equivalent; PDF p.183 Sense tier used: botanical (1 sense(s)); all sources give blocks 86 89 101 102 104.	ISCCNBS:L1_005
brun grisâtre	fr	FLOPO:0988086	grayish brown	3	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	74	corpus	French 'brun grisâtre' read as English 'grayish brown'. Literal ISCC-NBS name 'grayish brown' (level 3).	ISCCNBS:L3_061
paille	fr	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	83 86	multi_block|translation	74	corpus	French 'paille' read as English 'straw'. Documented senses fall in ISCC-NBS block(s) 83 86; lowest covering backbone class is level 2 'yellow'. PDF p.183 Sense tier used: botanical (3 sense(s)); all sources give blocks 83 86 87 89.	ISCCNBS:L2_010
rouge violacé	fr	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	73	corpus	French 'rouge violacé' read as English 'violaceous red'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'violaceous').	ISCCNBS:L1_002
dull green	en	FLOPO:0988023	green (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	72	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'green'.	ISCCNBS:L2_017
blanc rosé	fr	PATO:0104059	pinkish white	3	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	71	corpus	French 'blanc rosé' read as English 'pinkish white'. Literal ISCC-NBS name 'pinkish white' (level 3).	ISCCNBS:L3_009
greenish cream	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	70	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'cream' class 'yellow' (tending towards 'greenish').	ISCCNBS:L2_010
dull brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	69	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brown'.	ISCCNBS:L2_007
dull yellow	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	69	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'yellow'.	ISCCNBS:L2_010
bleu violacé	fr	FLOPO:0988007	blue	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	69	corpus	French 'bleu violacé' read as English 'violaceous blue'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'blue' class 'blue' (tending towards 'violaceous').	ISCCNBS:L1_009
pale ferruginous	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	66	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'ferruginous'.	ISCCNBS:L1_003
grayish white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	65	corpus	Modifier 'grayish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'white'.	ISCCNBS:L1_011
pinkish brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	65	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'pinkish').	ISCCNBS:L1_004
silvery gray	en	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	64	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'silvery').	ISCCNBS:L1_012
jaune vert	fr	PATO:0104013	greenish yellow	2	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	62	corpus	French 'jaune vert' read as English 'greenish yellow'. Literal ISCC-NBS name 'greenish yellow' (level 2).	ISCCNBS:L2_012
