signature	po_id	po_label	pato_id	pato_label	label	definition	parent	pair_status	pair_source	assertions	accepted_assertions	taxa	pages	example_1	example_2	decision	reason
EQ|PO_0025073|PATO_0001287	PO_0025073	branch	PATO_0001287	red brown	branch red brown	A flora phenotype in which a(n) branch exhibits the quality red brown.	FLOPO_0000100	allowed	curator_review_2026-09-18	3	3	3	61|83|97	Vachellia johnwoodii (Boulos) Ragup., Seigler, Ebinger & Maslin (p61): branches reddish brown	Flueggea virosa (Roxb. ex Willd.) Royle (p83): usually reddish brown	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0002348	PO_0025073	branch	PATO_0002348	ligneous	branch ligneous	A flora phenotype in which a(n) branch exhibits the quality ligneous.	FLOPO_0000100	allowed	curator_review_2026-09-18	3	3	3	122|171|219	Cornulaca monacantha Delile (p122): woody branches	Capparis spinosa L. (p171): woody branches	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025073|PATO_0104019	PO_0025073	branch	PATO_0104019	succulent	branch succulent	A flora phenotype in which a(n) branch exhibits the quality succulent.	FLOPO_0000100	allowed	curator_review_2026-09-18	3	3	3	115|255|256	Anabasis articulata (Forssk.) Moq. (p115): The branches are succulent	Zygophyllum mandavillei Hadidi (p255): succulent branches	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025172|PATO_0000462	PO_0025172	thorn	PATO_0000462	absent	thorn absent	A flora phenotype in which a(n) thorn exhibits the quality absent.	FLOPO_0001761	allowed	curator_review_2026-09-18	3	3	3	29|30|52	Commiphora gileadensis (L.) C.Chr. (p29): spineless trunk	Commiphora kataf (Forssk.) Engl. (p30): spineless	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0025172|PATO_0002180	PO_0025172	thorn	PATO_0002180	straight	thorn straight	A flora phenotype in which a(n) thorn exhibits the quality straight.	FLOPO_0001761	allowed	curator_review_2026-09-18	3	3	3	64|66|89	Vachellia seyal var. fistula (p64): large straight thorns	Vachellia tortilis subsp. raddiana (Savi) Kyal. & Boatwr. (p66): most thorns are straight	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030091|PATO_0000322	PO_0030091	capsule fruit	PATO_0000322	red	capsule fruit red	A flora phenotype in which a(n) capsule fruit exhibits the quality red.	PHENO|PO_0030091	allowed	curator_review_2026-09-18	3	3	3	285|286|288	Euphorbia cactus Ehrenb. ex Boiss. (p285): red in colour	Euphorbia fractiflexa S.Carter & J.R.I.Wood (p286): red in colour	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030091|PATO_0001334	PO_0030091	capsule fruit	PATO_0001334	diameter	capsule fruit diameter	A flora phenotype in which a(n) capsule fruit exhibits the quality diameter.	PHENO|PO_0030091	allowed	curator_review_2026-09-18	3	3	3	69|70|288	Dombeya torrida (J.F.Gmel.) Bamps (p69): 5-6 mm in diameter	Trichilia emetica Vahl (p70): 15 mm in diameter	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0000946	PO_0030100	legume fruit	PATO_0000946	oblong	legume fruit oblong	A flora phenotype in which a(n) legume fruit exhibits the quality oblong.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	3	3	3	52|190|289	Prosopis cineraria (L.) Druce (p52): oblong	Senna alexandrina Mill. (p190): oblong pods	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030100|PATO_0001873	PO_0030100	legume fruit	PATO_0001873	cylindrical	legume fruit cylindrical	A flora phenotype in which a(n) legume fruit exhibits the quality cylindrical.	PHENO|PO_0030100	allowed	curator_review_2026-09-18	3	3	3	291|293|298	Indigofera arrecta Hochst. ex A.Rich. (p291): cylindrical pod	Indigofera colutea (Burm.f.) Merr. (p293): cylindrical pod	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030102|PATO_0001245	PO_0030102	nut fruit	PATO_0001245	dark brown	nut fruit dark brown	A flora phenotype in which a(n) nut fruit exhibits the quality dark brown.	FLOPO_0980908	allowed	curator_review_2026-09-18	3	3	3	200|202|306	Lavandula atriplicifolia Benth. (p200): dark brown	Lavandula pubescens Decne. (p202): dark brown	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030103|PATO_0000921	PO_0030103	drupe fruit	PATO_0000921	width	drupe fruit width	A flora phenotype in which a(n) drupe fruit exhibits the quality width.	PHENO|PO_0030103	allowed	curator_review_2026-09-18	3	3	3	88|307|315	Ziziphus mucronata Willd. (p88): 10-15 mm wide	Tinospora bakis (A.Rich.) Miers (p307): 4 mm wide	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030106|PATO_0000467	PO_0030106	silique fruit	PATO_0000467	present	silique fruit present	A flora phenotype in which a(n) silique fruit exhibits the quality present.	FLOPO_0980911	allowed	curator_review_2026-09-18	3	3	3	275|276|277	Diplotaxis harra (Forssk.) Boiss. (p275): fruit a silique	Matthiola arabica Boiss. (p276): fruit a silique	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030115|PATO_0002476	PO_0030115	raceme inflorescence	PATO_0002476	terminal	raceme inflorescence terminal	A flora phenotype in which a(n) raceme inflorescence exhibits the quality terminal.	FLOPO_0980958	allowed	curator_review_2026-09-18	3	3	3	193|226|239	Sophora gibbosa (DC.) Yakovlev (p193): in terminal racemes	Rumex nervosus Vahl (p226): in terminal racemes	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0000003|PATO_0001331	PO_0000003	whole plant	PATO_0001331	odorous	whole plant odorous	A flora phenotype in which a(n) whole plant exhibits the quality odorous.	FLOPO_0000089	allowed	curator_review_2026-09-18	2	2	2	160|201	Pluchea dioscoridis (L.) DC. (p160): aromatic	Lavandula dentata L. (p201): distinguished by its pleasant fragrance	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0000049|PATO_0000454	PO_0000049	leaf lamina abaxial epidermis	PATO_0000454	hairy	leaf lamina abaxial epidermis hairy	A flora phenotype in which a(n) leaf lamina abaxial epidermis exhibits the quality hairy.	PHENO|PO_0000049	allowed	curator_review_2026-09-18	2	2	2	24|234	Cordia africana L. (p24): with hairs beneath	Cotoneaster nummularius Fisch. & C.A.Mey. (p234): hairy beneath	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0000050|PATO_0000453	PO_0000050	leaf lamina adaxial epidermis	PATO_0000453	glabrous	leaf lamina adaxial epidermis glabrous	A flora phenotype in which a(n) leaf lamina adaxial epidermis exhibits the quality glabrous.	PHENO|PO_0000050	allowed	curator_review_2026-09-18	2	2	2	175|234	Maerua triphylla A.Rich. (p175): upper surface glabrous	Cotoneaster nummularius Fisch. & C.A.Mey. (p234): glabrous above	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0004518|PATO_0001268	PO_0004518	bark	PATO_0001268	desaturated brown	bark desaturated brown	A flora phenotype in which a(n) bark exhibits the quality desaturated brown.	FLOPO_0000010	allowed	curator_review_2026-09-18	2	2	2	23|24	Tarchonanthus camphoratus L. (p23): bark pale brown	Cordia africana L. (p24): bark pale brown	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0004545|PATO_0000122	PO_0004545	shoot-borne shoot system	PATO_0000122	length	shoot-borne shoot system length	A flora phenotype in which a(n) shoot-borne shoot system exhibits the quality length.	PHENO|PO_0004545	allowed	curator_review_2026-09-18	2	2	2	297|298	Lotus goetzei Harms (p297): branches 30 cm long	Lotus quinatus (Forssk.) J.B.Gillett (p298): branches 50 cm long	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0004545|PATO_0000454	PO_0004545	shoot-borne shoot system	PATO_0000454	hairy	shoot-borne shoot system hairy	A flora phenotype in which a(n) shoot-borne shoot system exhibits the quality hairy.	PHENO|PO_0004545	allowed	curator_review_2026-09-18	2	2	2	302|317	Geranium trilophum Boiss. (p302): and hairy	Rhoicissus revoilii Planch. (p317): hairs on the branches	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0005031|PATO_0001629	PO_0005031	microsporangiate strobilus	PATO_0001629	aggregated	microsporangiate strobilus aggregated	A flora phenotype in which a(n) microsporangiate strobilus exhibits the quality aggregated.	PHENO|PO_0005031	allowed	curator_review_2026-09-18	2	2	2	183|184	Ephedra foeminea Forssk. (p183): male cones clustered in the axils	Ephedra pachyclada Boiss. (p184): male cones axillary and clustered	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0005031|PATO_0002476	PO_0005031	microsporangiate strobilus	PATO_0002476	terminal	microsporangiate strobilus terminal	A flora phenotype in which a(n) microsporangiate strobilus exhibits the quality terminal.	PHENO|PO_0005031	allowed	curator_review_2026-09-18	2	2	1	182|284	Ephedra ciliata Fisch. & C.A.Mey. (p182): male cones at the end, projections on the branches	Ephedra ciliata Fisch. & C.A.Mey. (p284): male cones terminal as protuberances on the branches	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0006018|PATO_0000320	PO_0006018	leaf adaxial epidermis	PATO_0000320	green	leaf adaxial epidermis green	A flora phenotype in which a(n) leaf adaxial epidermis exhibits the quality green.	PHENO|PO_0006018	allowed	curator_review_2026-09-18	2	2	2	159|266	Orbivestus leopoldii (Sch.Bip. ex Walp.) H.Rob. (p159): green above	Stephanotis schimperi (Decne.) S.Reuss, Liede & Meve (p266): green on the upper surface	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0006018|PATO_0001249	PO_0006018	leaf adaxial epidermis	PATO_0001249	dark green	leaf adaxial epidermis dark green	A flora phenotype in which a(n) leaf adaxial epidermis exhibits the quality dark green.	PHENO|PO_0006018	allowed	curator_review_2026-09-18	2	2	2	92|112	Prunus arabica (Olivier) Meikle (p92): upper surface dark green	Lepidagathis scariosa Nees (p112): upper surface dark green	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009001|PATO_0104019	PO_0009001	fruit	PATO_0104019	succulent	fruit succulent	A flora phenotype in which a(n) fruit exhibits the quality succulent.	FLOPO_0000030	allowed	curator_review_2026-09-18	2	2	2	81|260	Olea europaea subsp. cuspidata (Wall. & G.Don) Cif. (p81): fruits fleshy	Crinum album (Forssk.) Herb. (p260): succulent	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009006|PATO_0000407	PO_0009006	shoot system	PATO_0000407	flat	shoot system flat	A flora phenotype in which a(n) shoot system exhibits the quality flat.	FLOPO_0001313	allowed	curator_review_2026-09-18	2	2	2	61|63	Vachellia johnwoodii (Boulos) Ragup., Seigler, Ebinger & Maslin (p61): with a flat crown	Vachellia origena (Hunde) Kyal. & Boatwr. (p63): flat-topped	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009006|PATO_0001164	PO_0009006	shoot system	PATO_0001164	dense	shoot system dense	A flora phenotype in which a(n) shoot system exhibits the quality dense.	FLOPO_0001313	allowed	curator_review_2026-09-18	2	2	2	66|70	Vachellia tortilis subsp. raddiana (Savi) Kyal. & Boatwr. (p66): a dense, rounded crown	Trichilia emetica Vahl (p70): a dense crown	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009010|PATO_0001947	PO_0009010	seed	PATO_0001947	netted	seed netted	A flora phenotype in which a(n) seed exhibits the quality netted.	FLOPO_0000074	allowed	curator_review_2026-09-18	2	2	2	301|302	Geranium biuncinatum Kokwaro (p301): seeds reticulately veined	Geranium trilophum Boiss. (p302): seeds reticulately veined	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009047|PATO_0104016	PO_0009047	stem	PATO_0104016	terete	stem terete	A flora phenotype in which a(n) stem exhibits the quality terete.	FLOPO_0000001	allowed	curator_review_2026-09-18	2	2	2	113|158	Aerva javanica (Burm.f.) Juss. ex Schult. (p113): rounded stems	Kleinia odora (Forssk.) DC. (p158): round	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009047|PATO_0104019	PO_0009047	stem	PATO_0104019	succulent	stem succulent	A flora phenotype in which a(n) stem exhibits the quality succulent.	FLOPO_0000001	allowed	curator_review_2026-09-18	2	2	2	124|125	Haloxylon persicum Bunge (p124): succulent stems	Haloxylon salicornicum (Moq.) Bunge ex Boiss. (p125): succulent	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009049|PATO_0104031	PO_0009049	inflorescence	PATO_0104031	cream	inflorescence cream	A flora phenotype in which a(n) inflorescence exhibits the quality cream.	FLOPO_0000034	allowed	curator_review_2026-09-18	2	2	2	56|58	Senegalia mellifera (Benth.) Seigler & Ebinger (p56): inflorescences creamy white	Vachellia etbaica (Schweinf.) Kyal. & Boatwr. (p58): inflorescences creamy white	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020041|PATO_0001365	PO_0020041	stipule	PATO_0001365	spiny	stipule spiny	A flora phenotype in which a(n) stipule exhibits the quality spiny.	FLOPO_0000167	allowed	curator_review_2026-09-18	2	2	2	90|170	Ziziphus spina-christi (L.) Desf. (p90): two spines (modified stipules) near the base of each leaf	Capparis decidua (Forssk.) Edgew. (p170): stipules spiny	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020041|PATO_0001436	PO_0020041	stipule	PATO_0001436	sessile (sensu botany)	stipule sessile (sensu botany)	A flora phenotype in which a(n) stipule exhibits the quality sessile (sensu botany).	FLOPO_0000167	allowed	curator_review_2026-09-18	2	2	2	71|75	Ficus glumosa (p71): the stipules sessile	Ficus sycomorus L. (p75): stipules sessile	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0020075|PATO_0000467	PO_0020075	mericarp	PATO_0000467	present	mericarp present	A flora phenotype in which a(n) mericarp exhibits the quality present.	FLOPO_0980857	allowed	curator_review_2026-09-18	2	2	2	301|302	Geranium biuncinatum Kokwaro (p301): fruit is a mericarp	Geranium trilophum Boiss. (p302): fruit is a mericarp	accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
